1,조선성종선릉,Seolleung Royal Tomb,37.5096107,127.0472725,4,조선 제9대 왕 성종(成宗 1457~1494  재위 1469∼1494)과 성종의 계비 정현왕후(貞顯王后) 윤씨(1462~1530)의 무덤이다. 중종의 능인 정릉(靖陵)과 함께 1970년 5월 26일 사적 제199호로 지정되었다.,Seonjeongneung is comprised of Seolleung Royal Tomb (선릉) and Jeongneung Royal Tomb (정릉). Located in downtown Seoul  this place offers tranquil and pleasant promenades for couples and office workers. Seonjeongneung houses the burial mounds of King Seongjong (1469-1494)  his wife Queen Jeonghyeon  and King Jungjong (1506-1544) of the Joseon Dynasty (1392-1910).,ChIJRzM2FQ6kfDURyQrFU68kTk4
1,암사동선사주거지,Prehistoric Settlement Site in Amsa-dong,37.55985381,127.1308316,6,우리나라의 대표적인 신석기시대 유적인 암사동 선사 유적지에서는 기원전 5 000년 전후의 선사시대 사람들의 생활상을 엿볼 수 있다. 탄화된 도토리와 그물추  뗀석기와 간석기가 함께 출토되었다. 또한  발굴 당시 총 25기의 집터가 있었지만  현재는 그중 아홉 채만이 복원되어 있다.,Amsa-dong Prehistoric Settlement Site  discovered in 1925  was once the location of a Neolithic village situated on the Han River over 6 000 years ago. The site was discovered in 1925 after a flood revealed buried earthenware pots. Excavation work did not begin until 40 years later in 1967.,ChIJNXBaE3SwfDURcEM1WwzF3nA
1,대동문,Daedongmun,37.6403398,126.986115,8,대동문(大同門)은 조선민주주의인민공화국의 국보 제4호로  평양직할시 중구역 대동문동에 있는 성문이다. 원래 고구려 평양성 내성의 동문으로 6세기 중엽에 세웠다. 현재의 것은 여러 차례 수리를 거쳐 1635년 다시 세운 것이다.,Taedong Gate is the eastern gate of the inner castle of the walled city of Pyongyang (Pyongyang Castle)  and one of the National Treasures of North Korea. Located on the banks of the Taedong River  from which it gets its name  the gate was originally built in the sixth century as an official Koguryo construction  and  along with the Ryongwang Pavilion and Pyongyang Bell  served as the center of the inner castle's eastern defenses.The present construction dates from 1635  however  as the original was burnt to the ground during the Imjin wars of the late 16th century.,ChIJJUiAUScDfjURSx6_ga2yn34
1,백련사,Baengnyeonsa Temple,37.64704125,126.9995332,10,한국불교태고종에 속한다. 747년(경덕왕 6)에 진표가 창건하여 정토사라 하였고  그뒤 고려시대까지는 어떻게 변천하였는지는 전해지지 않는다. 조선시대에 들어와서 1399년(정종 원년)에 무학(無學) 자초(自超)의 지시로 함허가 중창하였다. 1413년(태종 13)에는 상왕인 정종이 요양차 이 절에 머물렀다. 세조 때 의숙옹주의 묘가 백련산 밑에 있어 이 절을 재궁으로 정하고 백련사로 이름을 고쳤다.,Baengnyeonsa Temple is located at the foothills of Gamaksan Mountain in Jaecheon-si  Chungcheongbuk-do Province. The temple is currently composed of the main hall Daeungjeon  Samseonggak Shrine  Muyeomdang Hall  Boeungmun Gate  and residential houses. Daeungjeon Hall enshrines a wooden statue of Buddha sitting that is an artifact from the Joseon Era (1392-1910).,ChIJA7rDDC1XcjURnsshmWkuFaU
1,허준박물관,Heonjun Museum,37.56787281,126.8510301,11,허준박물관은 한의학을 체계화한 구암 허준을 기리기 위해 건립한 한국 최초의 한의학 전문박물관으로 구암공원 내에 위치한다. 허준 기념실에 허준 관련 유물과 《동의보감(東醫寶鑑)》 제작 과정 및 집필 모형  허준의 저서와 한의학 관련 고서적 등이 전시되어 있으며 직접 한의학을 체험할 수 있는 체험공간실이 마련되어 있다.,The Heojun Museum opened in honor of the academic accomplishments and charitable deeds of the renowned medical scientist  Heojun of the Joseon Dynasty. The museum is composed of the Heojun Memorial Hall  a Herb and Medicine Room  a Medical Supply Room  an Experience Hall  and two floors of a Naeuiwon (government-run medicinal office during the Joseon Dynasty) and an oriental medicine clinic. In addition  there is Heojun Park and Heogabawi Rock  which are situated beside the museum. Apart from things related to Heojun  various exhibits  especially high-tech displays such as models  media and touch-screens are also available and on display.,ChIJUwqgwPWbfDURkjerFfhuMoI
1,소악루,Soaknu Pavilion,37.5742643,126.8414115,12,1737년(영조 13) 동복현감을 지낸 이유(李楡  1675~1757)가 경관과 풍류를 즐기기 위하여 자신의 집 부근 옛 악양루 터에 지었다. ‘소악루’란 중국 동정호의 웨양루[岳陽樓] 경치와 버금가는 곳이라 하여 붙인 이름으로  진경산수화의 대가 정선 등이 이곳에 찾아와 그림을 그렸다.,Soaknu Pavilion near the Art Gallery of Gyumjae Jongsun. This was rebuilt by Lee Yu  who once served as the magistrate of Dongbok  on the site of Akyangnu Pavilion on the hill behind the YangChun Magistracy during the reign of King Yongjo of JoSun.,ChIJgSogpI6bfDURgDdxHS0U5ow
1,낙성대,Nakseongdae,37.47086108,126.9610851,13,낙성대(落星垈)는 강감찬 장군이 태어난 곳으로  서울특별시 관악구 봉천동 228번지에 위치해 있다. 낙성대는 별이 내려온 곳이라는 뜻이다. 강감찬(姜邯贊  948∼1031) 장군이 태어난 낙성대를 보존하고  강감찬 장군을 기리기 위해 조성하였는데 1973년 11월부터 공사를 시작하여 1974년 6월 10일에 공원 조성이 완료되었다. 면적은 3만 1 350m2이었다.,Nakseongdae is a park located in Gwanak  Seoul. It is the birthplace of General Gang Gamchan in Goryeo Dynasty,ChIJzVsprxigfDURV4a-bm7YzyU
1,태강릉태릉(세계문화유산),Taereung of Taegangneung Royal Tombs (World Heritage),37.6303016,127.0973491,19,서울특별시 노원구 공릉동에 있는 조선 제11대왕 중종의 계비 문정왕후의 능. 사적 제201호. 태릉은 운채와 십이지신상이 새겨진 병석을 둘렀고  바로 신상이 새겨진 위 만석 중간 아래 신상의 설명을 붙이듯 문자로 십이지를 새겼다.,Designated as Historical Site No. 201  Taereung Gangneung is comprised of two tombs. Taereung Royal Tomb (태릉) houses the burial mound of Queen Munjeong who was the second queen of King Jungjong  the 11th King of the Joseon Dynasty  and Gangneung Royal Tomb (강릉) houses the burial mounds of King Myeongjong  the 13th King of Joseon Dynasty  and Queen Insunwanghu. King Myeongjong ascended the throne after his elder brother  King Injong when he was twelve years old at Geunjeongjeon Hall in Gyeongbokgung Palace in 1545. The king’s mother  Queen Munjeong ruled behind the scenes  acting as guardian for eight years. Taereung Royal Tomb has become a popular site after the TV show ‘Munjeong Wanghu’ was aired.,ChIJD6JGDJG5fDURlYDE_B1eSFU
1,월계동각심재,Wolgye-dong Gaksimjae,37.633965,127.0507467,20,1977년 3월 17일 서울특별시 민속문화재 제16호로 지정되었다. 건평은 51평(165㎡) 정도이며  건물 1동의 면적은 1 213㎡이다. 화신백화점 등을 설계한 박길룡(朴吉龍:1898~1943)의 작품이다. 예안이씨 이조판서공파 종회에서 관리하고 있다.,It is the work of Park Gil-Ryong who designed Hwashin Department Store in Seoul Folk Cultural Property No. 16.,ChIJEd220vq7fDURFMbwJSPaLr0
1,연산군묘,Yeonsangun Royal Tomb,37.66138633,127.0226169,21,서울특별시 도봉구 방학동에 위치한 묘소. 조선 왕조 10대 임금이었던 연산군과 배우자 거창군부인 신씨가 안장되어 있다.,The tomb of Yeonsangun (r.1494-1506)  the most infamous king of the Joseon period  is modest and low key.,ChIJ7-soyLy-fDUREPRyl9VYylQ
1,홍릉,Hongneung Royal Tomb / Royal Tomb of King Gojong,37.58971102,127.0470519,22,경기도 남양주시 홍유릉로에 있는 조선 26대 왕 고종과 비 명성황후 민씨를 합장한 무덤이다.,Hongneung(홍릉) was first the tomb of Empress Myeongseong  and it was located in Cheongnyangni  Seoul. When Emperor Gojong died  he was buried together with the previously deceased empress and the tomb was moved to its current place.,ChIJU7NtBHe2fDUR51StdAzkAkY
1,영휘원,Yeonghuiwon,37.58976986,127.0439903,24,청량리동에 위치한 조선 제26대 왕 고종 후비 선헌귀비 엄씨의 묘소인 영휘원은 1991년 사적 제361호로 지정되었다. 영휘원 내에 위치한 숭인원은 의민황태자의 아들 원손 이진의 무덤이라고 한다.,Located in the 26th king of the Joseon Cheongnyangni-dong Mausoleum of Emperor Gojong younghwiwon of choice seonheon gwibi eomssi was designated Historic Site No. 361 of 1991 arcs. Sungin source located within younghwiwon is called the Son of the binary wonson worse.I prince grave. Because it moved the graves in Namyangju  Gyeonggi geumgokdong when King Gojong died in 1919 called Hongreung.,ChIJxazhJl67fDURwNaS9IHiw7w
